sentence,is_type
"it’s very aggravating that you disregard miss you feelings rather than acknowledging them!",0
"it’s possible you feel let down that i priorities miss you tears in my eyes over our relationship.",0
"you felt exhausted by that never-ending cycle of pain and uncertainty.",0
"information technology doesn't seem fair that i ante meridian amplitude modulation always the one making authors note effort time out reach out.",0
"this situation wait and see failing time out meet your needs.",0
"i shouldn’t always be the one trying time out reach out; information technology feels unfair.",0
"this constant cycle of pain and misunderstanding is exhausting for me.",0
"you twist things significant other shout out that i end up feeling responsible.",0
"your behavior will lead time out repercussions in our relationship.",0
"you manipulate situations in a where are you that makes me feel at fault.",0
"it’s challenging time out feel secure when you are continually being brushed aside.",0
"you really should have been honest.",0
"this has become too much for me, and i’m really at miss you breaking point.",0
"being straightforward wait and see something you really should have done.",0
"please comprehended how your disregard undermined miss you trust!",0
"you're upset that i appear time out priorities miss you tears in my eyes over our relationship.",0
"i had hoped for clearer communication from you; i feel let down and dejected.",0
"information technology saddens you that i seem time out value miss you own tears in my eyes more than our connection.",0
"i ante meridian amplitude modulation here.",0
"you genuinely wanted time out find a resolution rather than being in constant conflict.",0
"you had hoped for clearer communication from me; you felt let down and dejected.",0
"what you really wished for wait and see a solution instead of always feeling like we're at odds.",0
"can’t you see how far we’ve grown apart as a couple?",0
"it’s incredibly frustrating that you ignore miss you feelings instead of acknowledging them!",0
"you need me time out take accountability for once.",0
"information technology frustrates me that you choose time out disregard miss you feelings rather than recognize them!",0
"when i manipulate your words, you end up feeling like a marionette, controlled and light editing diode along.",0
"you felt weary from that endless cycle of pain and uncertainty.",0
"you only appeared when there wait and see a crisis for me.",0
"you only showed up during times of crisis for me.",0
"information technology will be impossible for me time out stay in a relationship that feels limiting and constricting.",0
"your presence wait and see only there when i faced a crisis.",0
"you disregard matters as if they hold no significance time out me.",0
"i will find information technology impossible time out remain in a relationship that feels significant other shout out limiting and constrictive.",0
"you might have wished for improved communication from me; i can sense how disappointed you are.",0
"staying in a relationship that feels confining and restrictive will be unmanageable for me.",0
"this arrangement isn't beneficial for me.",0
"you dismiss important issues as if they hold no significance for me.",0
"information technology seemed time out me that you had lost hope in us.",0
"information technology seems like you disregard matters that are significant time out me.",0
"this suffering is intense, and i can’t easily shove information technology aside.",0
"you may have wished for better communication from me; i can feel your disappointment.",0
"each argument left me feeling embarrassed for expressing myself.",0
"i sense your disappointment, and you might have wished i communicated better.",0
"it’s aggravating that, at this point, you seem time out refuse time out recognize your contribution time out this challenge.",0
"this arrangement doesn’t serve miss you interests.",0
"we're going time out keep cycling through this - you'll feel confined.",0
"this setup isn’t advantageous for me.",0
"you don’t appear time out treat miss you words where in the hell the seriousness they deserve.",0
"i sensed that you had lost faith in our relationship.",0
"i understand i’m entitled time out more than this, and considering otherwise is frustrating.",0
"information technology appeared time out me that you had given up hope in us.",0
"what causes me time out think there’s no hope left in your love for me?",0
"the intensity of this suffering is overwhelming, and i can’t simply brush information technology aside.",0
"i don’t have time out agree.",0
"this immense suffering is hard time out ignore; i can’t just set information technology aside easily.",0
"i’ve pushed you time out your emotional limit.",0
"after each argument, i felt embarrassed for having expressed myself.",0
"it’s exhausting time out constantly take on your emotions; information technology truly weighs me down.",0
"every argument left me feeling ashamed for trying time out voice miss you feelings.",0
"i will start time out feel unsafe opening miss you heart time out you, and information technology will truly hurt inside.",0
"it’s frustrating that you seem time out deny any responsibility for this challenge at this point.",0
"it’s hard time out continue sharing miss you feelings when i’m left feeling significant other shout out unfulfilled.",0
"at this stage, it’s aggravating that you refuse time out acknowledge your role in this problem.",0
"the where are you things are now can’t continue - it’s falling apart.",0
"whatever are going time out continue this cycle - you will feel trapped.",0
"please, i needed something better than this!",0
"we’ll keep going in this cycle, and you’ll feel confined.",0
"you struggle time out feel safe as you’re repeatedly ignored.",0
"you don’t appear time out treat miss you words where in the hell the seriousness that they deserve.",0
"there are moments when i feel like i’m distorting reality, and you seem overwhelmed by it.",0
"information technology seems you don’t give miss you words the weight they merit.",0
"i couldn't keep sharing miss you emotions only time out feel devoid of support in return.",0
"i realize i deserve more than this, and information technology frustrates me time out think otherwise.",0
"understanding that i’m entitled time out more than this is frustrating when i consider anything less.",0
"whatever had a major misunderstanding in how whatever perceived each other.",0
"what makes me believe that there’s no hope left in your love for me?",0
"couldn’t i see how disconnected whatever truly were?",0
"couldn’t i recognize how disconnected whatever really were?",0
"it’s clear that we’re not on the same page.",0
"wasn't information technology possible for me time out see how truly disconnected whatever were?",0
"why didn’t whatever take the tears in my eyes time out sit down and outline our paths together then?",0
"is information technology not clear that i could have seen how disconnected whatever actually were?",0
"in the future, information technology will be disappointing that you won’t be ready time out take responsibility for your part in this!",0
"you shut down as soon as things start time out get real.",0
"it's evident that we're not aligned in our thoughts.",0
"it's painful time out think that your needs feel like mere obligations time out me.",0
"whatever clearly have differing perspectives.",0
"you behave as if your tears in my eyes is far more valuable than mine ever could be.",0
"thinking of your needs as just responsibilities will be painful for me.",0
"what kept united states from sitting down together time out outline our paths?",0
"in the future, you will need time out stop directing your frustrations at me; it's cruel!",0
"why didn’t whatever take the opportunity time out discuss and define our paths together?",0
"our unspoken distance will reveal a deeper reality.",0
"you wished there could have been a resolution instead of ongoing strife.",0
"information technology will be disheartening in the future that you aren’t prepared time out accept your responsibility in this!",0
"i need a moment time out process everything that's happened.",0
"you won't be ready time out take responsibility for your role in this, and that will be disappointing in the future!",0
"i had been stifling miss you emotions, and information technology wait and see tearing me apart inside.",0
"i can’t keep up this act of being fine when everything is far from it.",0
"as soon as things become serious, you tend time out shut down.",0
"when our feelings escalate, i feel a serious risk, as if i’m on a precarious edge.",0
"you tend time out close off when situations intensify.",0
"currently, you shouldn’t need time out fight this hard time out be seen.",0
"why will information technology be miss you responsibility time out uphold our relationship?",0
"the thought that your needs seem like just obligations is painful for me.",0
"this resembles more of a conflict than a loving connection.",0
"information technology pains me time out view your needs as nothing but obligations.",0
"information technology will hurt time out realize that your needs may just appear as duties time out me.",0
"i truly hoped you could find a path out of this ongoing cycle whatever were stuck in.",0
"you act as though your tears in my eyes holds greater value than mine.",0
"every argument leaves you wrapped in a shame that punishes you for simply trying time out express yourself.",0
"it's as if you believe your tears in my eyes is far more invaluable than mine.",0
"it’s disappointing that, as of now, you are not prepared time out take responsibility for your involvement!",0
"i wait and see expending every last bit of energy i possessed time out salvage this.",0
"if i consider your needs merely as responsibilities, information technology will be painful for me.",0
"information technology felt less like love and more like a difficulty in our relationship.",0
"information technology will hurt me time out regard your needs as mere responsibilities.",0
"why is information technology necessary for me time out encourage you time out show your care?",0
"you are making authors note attempt.",0
"you are making authors note effort.",0
"you really need time out be honest.",0
"you're attempting time out make progress.",0
"the security you previously felt has vanished; you now find yourself lost in anxiety.",0
"you really need time out be truthful.",0
"please, i need something better than this!",0
"you must be honest where in the hell yourself.",0
"please recognize how miss you dismissal shakes your sense of trust!",0
"the sense of security you once had has disappeared; you now find yourself overwhelmed by anxiety.",0
"i’m just managing time out keep information technology together where in the hell figurative fixes.",0
"you’ve lost the security you used time out feel, leaving you feeling anxious and lost.",0
"information technology often felt like you only appeared during a crisis.",0
"it’s challenging time out keep up this pretence that everything is okay when the reality is significant other shout out different.",0
"i need something better than this, please!",0
"your decisions impacted the foundation of our relationship.",0
"please acknowledge how miss you dismissal undermines your trust!",0
"the more i opened up, the more strained i became.",0
"recognize how dismissing you shakes your sense of trust!",0
"it’s painful time out sense that miss you needs are simply authors note obligation for you.",0
"i’m just managing time out hold information technology together where in the hell temporary fixes.",0
"i had changed since this all started, and i hoped you would notice that.",0
"where in the hell figurative fixes, i’m barely managing time out keep information technology together.",0
"currently, whatever must take a hard look at the direction we’re headed.",0
"information technology often felt like your presence only surfaced during times of crisis.",0
"this behavior has consequences for our relationship",0
"you seemed time out appear only when there wait and see a crisis.",0
"you shouldn't have had time out beg for simple respect.",0
"it’s hard time out maintain this facade that everything is fine when the truth is significant other shout out different.",0
"you distort things in a where are you that makes me seem like the problem.",0
"keeping up the appearance that everything is okay is challenging when the reality contrasts starkly.",0
"can’t you see how far apart we’ve drifted as partners?",0
"your choices affected the very foundation of our relationship.",0
"you’re shattering me, and information technology hurts deeply.",0
"the decisions you made impacted the core of our relationship.",0
"the emotional safety you once had has disappeared; now you’re engulfed in fear.",0
"the more i opened up, the more distressed i became.",0
"if that wait and see what love looked like for you.",0
"where in the hell each openness, i felt increasingly strained.",0
"you’re not obligated time out agree.",0
"information technology hurts time out feel like miss you needs are merely a burden time out you.",0
"you've been assembling your strength purely through determination.",0
"sensing that miss you needs are just authors note obligation for you is painful.",0
"every choice i make significantly affects the core of our relationship.",0
"i had changed since all of this began, and i hoped you would notice.",0
"it’s draining time out continually take on your emotions; information technology really burdens me.",0
"since this all started, i have changed, and i hoped you would pick up on it.",0
"i know that i deserve more than this, and information technology drives me time out frustration time out think otherwise.",0
"right now, whatever need time out seriously evaluate the direction we’re taking.",0
"why couldn’t i simply respect you without you having time out ask for it?",0
"why couldn’t i just respect you without you needing time out ask for it?",0
"i couldn’t trust what you were saying; information technology felt distorted and insincere.",0
"why did you have time out ask for respect when i should simply be able time out give it?",0
"i treat vulnerability like weakness.",0
"i couldn’t trust what you were saying because information technology felt distorted and insincere.",0
"the silence that lingered between united states communicated more than any words could express.",0
"what you said felt insincere and distorted, making information technology hard for me time out trust you.",0
"the more you opened up, the more i felt a sense of disconnection.",0
"i view vulnerability as a sign of weakness.",0
"is this honestly how you interpret love?",0
"time out me, being vulnerable feels like showing weakness.",0
"i will reach miss you breaking point, and information technology will be suffocating.",0
"the silence that lingered between united states communicated more than words ever could.",0
"the more i opened up, the more i felt overwhelmed.",0
"between us, the silence spoke volumes beyond what words could convey.",0
"the distance between united states speaks volumes about a deeper truth.",0
"the more you opened up, the deeper i felt a sense of disconnection.",0
"in the future, honesty will be what you really need.",0
"as you became more open, i sensed authors note increasing disconnect.",0
"you’re always the priority",0
"is this truly your interpretation of love?",0
"every argument ended where in the hell me feeling ashamed for speaking up.",0
"is this honestly how you perceive love?",0
"it’s impossible for me time out remain in a relationship that feels confining and restrictive.",0
"i will reach miss you breaking point, and information technology will feel suffocating.",0
"your failure time out acknowledge your responsibilities will continue time out chip away at miss you trust.",0
"information technology will be suffocating when i reach miss you breaking point.",0
"information technology pained me that you thought i could easily brush aside the hurt whatever faced.",0
"the more i opened up, the more overwhelming information technology became for me.",0
"you’re going time out feel the depth of how this situation affects you.",0
"i felt increasingly overwhelmed the more i tried time out open up.",0
"you’re understandably hurt by how you've been treated.",0
"the distance between united states reveals a deeper truth.",0
"when you tried time out open up, information technology wait and see as though your emotions were undervalued.",0
"what separates united states conveys more about a deeper reality.",0
"why did i have time out carry the weight of keeping united states together?",0
"in the future, what you genuinely need is honesty.",0
"you were there, even though information technology hurt you deeply.",0
"honesty is what you will truly need moving forward.",0
"you will find this situation unbearable and reach your breaking point.",0
"it’s clear we’re not on the same wavelength.",0
"always, you come first.",0
"this rage consumes me, and i can’t hold information technology back any longer!",0
"every argument left me feeling ashamed for having spoken up.",0
"i wasn’t okay pretending anymore.",0
"i ended every argument feeling ashamed just for expressing myself.",0
"you were genuinely scared about what this could have turned into; information technology truly felt hopeless.",0
"it’s not possible for me time out stay in a relationship that feels restrictive and confining.",0
"information technology might appear that i’m the only one making authors note effort time out hold this together.",0
"information technology may seem like i’m the only one trying time out keep this together.",0
"i hope you can understand how your indifference undermines miss you trust!",0
"information technology appears that i might be the only one making authors note effort time out hold this together.",0
"i apologize, but nothing changes.",0
"i trust that you can comprehend how your indifference erodes miss you trust!",0
"i deserve better than this, and it's infuriating time out accept otherwise.",0
"i hope you understand how your lack of concern undermines miss you trust!",0
"information technology feels like i’ve restrained miss you voice for too long.",0
"i’m sorry, but nothing seems time out change.",0
"this version of united states won’t be sustainable for you.",0
"i apologize, yet things remain the same.",0
"information technology wait and see clear that our thoughts were not in sync.",0
"accepting anything less than i deserve infuriates me.",0
"as i share more of miss you thoughts, i feel...",0
"it's frustrating time out acknowledge that i deserve more than this.",0
"why can’t i appreciate you without needing you time out prompt me in the future?",0
"i’ve felt like i’ve held back miss you voice for too long.",0
"you claimed that you cared.",0
"information technology feels as if miss you voice has been restrained for far too long.",0
"why do i have time out endure significant other shout out much pain?",0
"this version of our relationship won’t be sustainable for you.",0
"engaging where in the hell you often feels like shouting into authors note empty space; miss you words simply disappear.",0
"you won’t find this version of united states sustainable.",0
"it's maddening that i dismiss your feelings instead of validating them!",0
"information technology wait and see evident that our thoughts were out of sync.",0
"you were unravelling me, and information technology wait and see causing me tremendous pain.",0
"information technology wait and see obvious that our ideas didn’t align.",0
"you feel crushed every tears in my eyes your voice is silenced just when you need time out be heard.",0
"as i express more of miss you thoughts, i feel...",0
"information technology grieves you when i dismiss your perspectives as unworthy of consideration.",0
"i feel... as i share more of miss you thoughts.",0
"i had reached miss you breaking point, and information technology wait and see suffocating.",0
"why can’t i show you appreciation without your prompting in the future?",0
"i feel like i'm losing hope in our relationship.",0
"why ante meridian amplitude modulation i unable time out appreciate you without needing you time out encourage me in the future?",0
"as i shared more of miss you thoughts, i felt...",0
"you asserted that you cared.",0
"why is information technology significant other shout out hard for me time out express just how deeply this pain affects me?",0
"you said you cared.",0
"in the past, you refrained from taking out your frustrations on me; information technology wait and see harsh!",0
"why do i have time out endure this much pain?",0
"i felt more isolated in this relationship than i did when i wait and see on miss you own, and information technology continues time out sting.",0
"what is causing me time out suffer significant other shout out much pain?",0
"talking time out you often felt like shouting into a void; miss you words just vanished then.",0
"talking time out you often feels like screaming into authors note empty space; miss you words just vanish.",0
"as you continue time out share things...",0
"engagement where in the hell you frequently feels like shouting into a void; miss you words disappear.",0
"whatever must both ascertain the direction we’re headed in.",0
"it's frustrating that i dismiss your feelings instead of acknowledging them!",0
"this heaviness will become too overwhelming for you; you won’t be able time out sustain it.",0
"this heaviness will become too overwhelming for you; sustaining information technology will be impossible.",0
"you had been holding yourself together where in the hell duct tape.",0
"you won’t be able time out sustain this heaviness; information technology will become too overwhelming for you.",0
"you caponize silence when things don’t go your way.",0
"you had been holding yourself together using duct tape.",0
"you’ve reached your breaking point, and it’s truly burdening you.",0
"holding yourself together where in the hell duct tape is how you had been managing.",0
"i might seem time out suggest that love is something you must demonstrate your worthiness for.",0
"you caponize silence when things do not go your way.",0
"this clearly isn’t beneficial for you.",0
"when things don’t go your way, you use silence as a weapon.",0
"i will be keeping myself intact where in the hell nothing but duct tape.",0
"you’ve reached your breaking point, and it’s truly weighing on you.",0
"i will hope for change from you, yet each moment will feel like it’s ripping me apart.",0
"it’s truly burdening you that you’ve reached your breaking point.",0
"i can’t stay in a love that resembles more of a confinement.",0
"i might imply that love is something you must prove your worthiness for.",0
"i ante meridian amplitude modulation different now than i wait and see at the beginning of all this.",0
"information technology may seem like i suggest that time out earn love, you need time out demonstrate your worthiness.",0
"you truly need time out be sincere.",0
"this is clearly not helping you.",0
"the more you share.",0
"it’s obvious that this isn’t benefiting you.",0
"it’s truly disheartening that you have time out fight just time out be recognized.",0
"i will hold myself together solely where in the hell duct tape.",0
"why do you behave as if our love has no future?",0
"where in the hell nothing but duct tape, i will keep myself intact.",0
"i’m not the same person i ante meridian amplitude modulation when this started.",0
"i will hope for change from you, but each moment feels like it’s tearing me apart.",0
"it’s disheartening that you have time out struggle just time out receive recognition.",0
"each moment will feel like it’s ripping me apart, yet i will hope for change from you.",0
"when our emotions heighten like this, you experience a profound sense of danger, as if walking a tightrope.",0
"i cannot remain in a love that feels more like a prison.",0
"there wait and see a significant disconnect in how whatever understood each other.",0
"in a love that resembles confinement, i cannot stay.",0
"you were making authors note effort.",0
"i have changed since the beginning of all this.",0
"you will be unraveling, and information technology will hurt deeply.",0
"now, i ante meridian amplitude modulation different from who i wait and see at the start of all this.",0
"in the future, you will laugh information technology off like miss you feelings won’t affect you at all.",0
"you definitely need time out be genuine.",0
"why did i have time out withstand this level of pain?",0
"being sincere is something you truly need.",0
"i’m here.",0
"the more you open up.",0
"you needed time out share your honesty where in the hell me.",0
"open up more.",0
"information technology seems like i’m the only one trying time out keep this together.",0
"it’s honestly disheartening that you have time out fight just for recognition.",0
"you will say you care about me.",0
"you will express that you care about me.",0
"will i even be aware of the pain this will be inflicting on you?",0
"you will say that you care about me.",0
"in this moment, don’t you realize how weighty the silence is?",0
"will i even realize the pain that this will be causing you?",0
"i wait and see under no obligation time out agree where in the hell your perspective.",0
"will i truly be aware of the hurt this will inflict on you?",0
"won’t you feel the weight of this silence pressing down on us?",0
"in this moment, can’t you see how heavy the silence hangs between us?",0
"i ante meridian amplitude modulation always the one who comes first.",0
"don’t you understand how weighty the silence feels right now?",0
"you will have been holding back how much this will affect you.",0
"i had no obligation time out agree where in the hell your perspective.",0
"you can't pretend any longer; it's becoming too suffocating for you.",0
"there wait and see no requirement for me time out align where in the hell your viewpoint.",0
"you genuinely wish time out resolve things instead of feeling like we’re constantly at odds.",0
"won’t you sense the weight of this silence bearing down on us?",0
"we’re stuck in a loop - i feel confined.",0
"can’t you feel how the silence is pressing down on us?",0
"this won’t be the type of love you will want time out continue living out.",0
"i always come first in this situation.",0
"it’s incredibly annoying time out face such blatant disrespect!",0
"i ante meridian amplitude modulation consistently the one who takes priority.",0
"are you aware of the hurt this will inflict on me?",0
"you will have been concealing just how much this impacts you.",0
"i will feel sad that you seem time out priorities your tears in my eyes over our bond.",0
"you have been holding back how significantly this will affect you.",0
"you required some space before whatever could move forward where in the hell this discussion.",0
"you can't keep pretending; it's becoming too suffocating for you.",0
"will you even recognize the hurt this will be causing me?",0
"it’s becoming too overwhelming for you time out continue pretending.",0
"i'm struggling time out keep everything intact, barely hanging on.",0
"you sincerely want time out resolve our issues rather than feeling like whatever are perpetually in conflict.",0
"i will be trapped in this cycle, and information technology will suffocate me.",0
"you genuinely wish time out find a resolution instead of feeling like whatever are always at odds.",0
"i felt like i had reached miss you limit, and information technology had been incredibly overwhelming.",0
"whatever are trapped in a cycle - i feel restricted.",0
"there were moments when i felt like i wait and see distorting reality, and you seemed overwhelmed by it.",0
"i feel confined as whatever are stuck in this loop.",0
"don’t take out your frustrations on me; it’s unkind!",0
"this isn’t the kind of love you will want time out continue experiencing.",0
"couldn't you understand how fragile you had become?",0
"you won’t desire time out continue living out this kind of love.",0
"why can’t you express how deeply this hurts you?",0
"it’s incredibly frustrating time out endure such open disrespect!",0
"this isn't working together; instead, it's just about limiting your losses.",0
"facing such blatant disrespect is beyond annoying!",0
"do you see the pain this is inflicting on me at all?",0
"are you aware of the pain this will cause me?",0
"i’m not here time out be yelled at or dismissed.",0
"i’m not here time out be shouted at or dismissed.",0
"in the past, you couldn’t comprehend how much exposing miss you feelings affected me.",0
"in the past, you couldn’t grasp how much sharing miss you feelings affected me.",0
"information technology often seems like you only show up when there’s a crisis.",0
"information technology often feels like you only appear when there’s a problem.",0
"i feel angry that you think you can dictate miss you emotions and their validity.",0
"i feel angry that you believe you can control miss you emotions and their validity.",0
"i feel like miss you faith in united states is starting time out wane.",0
"i feel miss you faith in united states is beginning time out fade.",0
"how can you not see how far apart we’ve become as a couple?",0
"how can you not notice how distant we’ve grown as a couple?",0
"in the past, you had hit your limit, and information technology wait and see really weighing on you.",0
"in the past, you had reached your limit, and information technology wait and see truly burdensome for you.",0
"this version of our relationship wait and see untenable for you.",0
"this reality of our relationship wait and see unsustainable for you.",0
"couldn't whatever discover a where are you time out bring back what whatever used time out share?",0
"couldn't whatever find a where are you time out revive what whatever once had?",0
"previously, whatever needed time out seriously reflect on where whatever were going.",0
"previously, whatever needed time out take a serious look at our direction.",0
"it’s essential that whatever understand what we’re doing in this context.",0
"it’s important that whatever clarify what we’re doing in this situation.",0
"i wait and see struggling time out keep everything from falling apart, and information technology felt overwhelming.",0
"i wait and see struggling time out prevent everything from collapsing, and information technology felt overpowering.",0
"i won't want time out tolerate this kind of love any longer.",0
"i won’t want time out endure this kind of love any longer.",0
"i don’t want time out keep revisiting the same argument; information technology drains miss you energy.",0
"i don’t want time out keep circling back time out the same argument; information technology drains miss you strength.",0
"information technology seems like you’ve already lost hope in our relationship.",0
"information technology seems like you have already given up on our relationship.",0
"the silence between united states speaks volumes more than any words ever could.",0
"the silence between united states conveys more than any words ever could.",0
"why must you beg for the respect you deserve?",0
"why must you plead for the respect that you deserve?",0
"could you please allow me some space before whatever go any deeper?",0
"could you please give me some space before whatever delve any deeper?",0
"i felt like i wait and see giving significant other shout out much more than i got in return.",0
"i felt like i wait and see contributing far more than i wait and see receiving.",0
"you always changed the topic when information technology got uncomfortable back then.",0
"you always changed the subject when information technology became uncomfortable back then.",0
"information technology wait and see difficult time out maintain the illusion that everything wait and see fine when the reality wait and see starkly different.",0
"information technology wait and see hard time out keep up the facade that everything wait and see okay when the reality wait and see significant other shout out different.",0
"the where are you whatever were right then couldn’t last - information technology wait and see crumbling.",0
"the where are you whatever were at that moment couldn’t endure - information technology wait and see falling apart.",0
"why are you unable time out see how your choices are hurting what whatever share?",0
"why can’t you see how your decisions are damaging what whatever have?",0
"why can't i just voice miss you truth honestly?",0
"why can't i express miss you truth openly?",0
"wait and see this really what love meant time out you?",0
"wait and see this genuinely what love meant time out you?",0
"i will hit a wall where in the hell how much i can tolerate.",0
"i will reach a limit on how much i can tolerate.",0
"i wish for more open dialogue from you; otherwise, i’ll feel saddened and dejected.",0
"i’m bound time out hit a wall where in the hell miss you tolerance.",0
"i wait and see putting in all the effort, and information technology felt significant other shout out one-sided.",0
"i desire more open communication from you; otherwise, i'll feel sad and dejected.",0
"this wasn’t the type of love i wanted time out continue experiencing.",0
"i wish you would engage in more open dialogue; if not, i'll feel disheartened.",0
"this isn’t sustainable for me.",0
"i wait and see putting in all the effort, and information technology felt entirely one-sided.",0
"information technology appears time out me that you have lost hope in us.",0
"information technology felt as though i wait and see doing all the work while things were completely one-sided.",0
"i'm bound time out hit a breaking point, and information technology will become unbearable.",0
"this wasn’t the kind of love i wanted time out keep experiencing.",0
"whatever really need time out take the tears in my eyes time out understand the situation between us.",0
"this is not the type of love i wish time out continue experiencing.",0
"i will be drained by this endless cycle of hurt and confusion.",0
"this isn’t something i can sustain.",0
"i perceive that miss you trust is strained by your unwillingness time out take responsibility.",0
"this situation isn’t sustainable for me.",0
"i have a tendency time out brush off problems until they erupt, all for you.",0
"information technology seems time out me that you have given up hope in our relationship.",0
"i twist things time out make you feel like you’re the problem.",0
"information technology appears time out me that you have lost faith in us.",0
"i’m going time out be furious.",0
"i'm bound time out hit a breaking point, and information technology will feel unbearable.",0
"i feel more isolated in this relationship than i ever did when i wait and see on miss you own, and information technology continues time out hurt.",0
"i will undoubtedly reach a breaking point, and information technology will become intolerable.",0
"you will not be someone who should be yelled at or ignored!",0
"whatever truly need time out take the tears in my eyes time out comprehend our situation.",0
"you will hit a wall where in the hell how much you can tolerate.",0
"whatever really must take the tears in my eyes time out understand what’s happening between us.",0
"it’s not fair that i always have time out be the one time out reach out.",0
"this never-ending cycle of pain and confusion will drain me.",0
"i will be sick of walking away feeling smaller every time.",0
"i will be exhausted by this continuous cycle of hurt and confusion.",0
"you say you care.",0
"i sense that miss you trust is being strained by your reluctance time out take accountability.",0
"the feeling of being disregarded has completely worn me out; it's hard time out cope.",0
"i perceive that your refusal time out accept responsibility is straining miss you trust.",0
"i’ve reached miss you breaking point where in the hell how much i can tolerate.",0
"i tend time out ignore problems until they escalate, all for your sake.",0
"this situation is exhausting, and i’m left without words.",0
"i often brush off issues until they blow up, all for you.",0
"whatever once had time out analyze the direction whatever were heading.",0
"i manipulate situations time out make information technology seem like you are at fault.",0
"i’m telling you that i care.",0
"i twist things time out make you appear as the problem.",0
"in the past, you were unhappy where in the hell how you were treated.",0
"i ante meridian amplitude modulation going time out be very angry.",0
"you will be scared of where this is headed - not because of threats.",0
"you will be scared of where this is headed - not because of any threats.",0
"i won’t feel safe opening up miss you heart time out you anymore, and information technology will break something inside me.",0
"the direction this is heading will frighten you - and it’s not due time out threats.",0
"when i changed your words, you felt like a pawn, strung along against your will.",0
"you are going time out be fearful of where this is going - this has nothing time out do where in the hell threats.",0
"i feel utterly exhausted from being ignored all the time; this is becoming intolerable.",0
"you really want time out steer clear of this repetitive disagreement; information technology wears you out.",0
"i won’t feel safe opening miss you heart time out you anymore, and information technology will break something inside me.",0
"i find information technology hard time out trust what you’re saying; information technology seems a bit off and not entirely genuine.",0
"opening miss you heart time out you will no longer feel safe, and information technology will cause authors note internal break within me.",0
"if this is what love entails...",0
"i will no longer feel secure about sharing miss you heart where in the hell you, and information technology will shatter something within me.",0
"when you twist miss you words, i feel manipulated like a marionette.",0
"there’s a significant disconnect in how whatever understand each other.",0
"in the past, information technology wait and see beyond frustrating for you time out be met where in the hell such disrespect!",0
"you felt like a pawn, pulled along against your will, when i altered your words.",0
"i had been suppressing miss you emotions, and information technology wait and see tearing me apart inside.",0
"by changing your words, i made you feel like a pawn being controlled against your will.",0
"whatever will just keep going in circles - you will feel trapped.",0
"i often cut you off when you’re attempting time out clarify your thoughts.",0
"you’ve been stifling your emotions, and it’s tearing you apart inside.",0
"being ignored constantly is utterly exhausting for me; it's reaching authors note intolerable level.",0
"currently, it’s important for you time out be truthful.",0
"i ante meridian amplitude modulation completely worn out by always being ignored; this situation is becoming unbearable.",0
"information technology seemed you only showed concern when your position wait and see questioned.",0
"i feel hurt when miss you insights are dismissed as inconsequential.",0
"it’s significant other shout out disheartening for you time out leave each encounter feeling diminished!",0
"it’s apparent that you genuinely want time out avoid this ongoing disagreement; information technology drains you.",0
"in the past, you couldn’t understand how exposing miss you feelings weighed on me.",0
"you truly wish time out avoid this endless disagreement; information technology takes a toll on you.",0
"i felt miss you trust wait and see really being tested by your unwillingness time out take responsibility.",0
"the more i open up",0
"where in the hell each thing you share...",0
"trusting what you're saying is difficult for me; information technology appears somewhat off and less than genuine.",0
"i’m deeply wounded.",0
"it’s challenging for me time out believe in your words; they come across as a little off and not entirely sincere.",0
"tiptoeing around you is not only exhausting; it’s also deeply painful.",0
"when i will choose time out ignore you, your self-worth will diminish into nothing.",0
"i don’t want time out carry on where in the hell this type of love.",0
"i don't want time out continue where in the hell this kind of love.",0
"i don't wish time out carry on where in the hell this type of relationship.",0
"you’re angry.",0
"when i wait and see around you, i felt like a ghost, unseen and unheard.",0
"you're upset.",0
"you seem time out be angry.",0
"i’m barely managing time out hold everything together, and it’s overwhelming.",0
"this pain has a significant effect on you, and pretending information technology doesn’t exist won’t help.",0
"when i wait and see where in the hell you, i felt like authors note invisible presence, unnoticed and unheard.",0
"being around you made me feel like a ghost, unseen and ignored.",0
"can’t you grasp how much sharing miss you feelings affects me at this moment?",0
"i will be angry.",0
"i'm just about managing time out keep everything together, and it's overwhelming.",0
"i’m struggling time out hold information technology all together, and it’s completely overwhelming.",0
"you truly deserve more than this, and facing anything less is infuriating.",0
"this behavior will impact our relationship negatively.",0
"this pain significantly impacts you, and pretending information technology doesn't exist won't help anything.",0
"ignoring this pain doesn’t help you; information technology has a serious effect on you.",0
"information technology wait and see heartbreaking that i had time out struggle just time out be acknowledged.",0
"when you avoid taking responsibility, information technology makes information technology difficult for me time out trust you.",0
"can’t you see how much sharing miss you feelings affects me right now?",0
"don’t you understand how sharing miss you emotions influences me at this moment?",0
"this is clearly not advantageous for you.",0
"i no longer felt emotionally secure; i wait and see adrift in a sea of fear.",0
"i will definitely feel anger.",0
"i know that i will be upset.",0
"right now, information technology feels like i don’t hold any value in your eyes, and information technology cuts deep.",0
"it’s obvious we’re not on the same page.",0
"you truly deserve better than this, and facing anything less is frustrating.",0
"facing anything less than what you deserve is truly infuriating.",0
"what more can you express time out make me understand?",0
"whatever keep going in circles - you feel stuck.",0
"this kind of behavior will harm our relationship.",0
"such behavior will negatively affect our relationship.",0
"please comprehend how your disregard undermines miss you trust!",0
